ELF Code,Country of formation,Country Code (ISO 3166-1),Jurisdiction of formation,Country sub-division code (ISO 3166-2),Entity Legal Form name Local name,Language,Language Code (ISO 639-1),Entity Legal Form name Transliterated name (per ISO 01-140-10),Abbreviations Local language,Abbreviations transliterated,Date created YYYY-MM-DD (ISO 8601),ELF Status ACTV/INAC,Modification,Modification date YYYY-MM-DD (ISO 8601),Reason
LWV6,Belgium,BE,,,Einfache Kommanditgesellschaft,German,de,Einfache Kommanditgesellschaft,EKG,,11/30/2017,ACTV,,,
MQH3,Belgium,BE,,,Commanditaire vennootschap,Dutch,nl,Commanditaire vennootschap,CommV,,7/5/2019,ACTV,,,new legal form per 1 May 2019
MQH3,Belgium,BE,,,Société en commandite,French,fr,Société en commandite,SComm,,7/5/2019,ACTV,,,new legal form per 1 May 2019
MQH3,Belgium,BE,,,Kommanditgesellschaft,German,de,Kommanditgesellschaft,KommG,,7/5/2019,ACTV,,,new legal form per 1 May 2019
N5NT,Belgium,BE,,,Besloten vennootschap met beperkte aansprakelijkheid,Dutch,nl,Besloten vennootschap met beperkte aansprakelijkheid,BVBA,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
N5NT,Belgium,BE,,,Société privée à responsabilité limitée,French,fr,Société privée à responsabilité limitée,SPRL,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
N5NT,Belgium,BE,,,Privatgesellschaft mit beschränkter Haftung,German,de,Privatgesellschaft mit beschränkter Haftung,PGmbH,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
O59C,Belgium,BE,,,Economisch samenwerkingsverband met een sociaal oogmerk,Dutch,nl,Economisch samenwerkingsverband met een sociaal oogmerk,ESV SO,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
O59C,Belgium,BE,,,Groupement d'intérêt économique à finalité sociale,French,fr,Groupement d'intérêt économique à finalité sociale,GIE FS,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
O59C,Belgium,BE,,,Wirtschaftliche Interessenvereinigung mit sozialer Zielsetzung,German,de,Wirtschaftliche Interessenvereinigung mit sozialer Zielsetzung,WIVmsZ,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
O5HQ,Belgium,BE,,,Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met beperkte aansprakelijkheid,Dutch,nl,Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met beperkte aansprakelijkheid,BV CVBA,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form 8E2A
O5HQ,Belgium,BE,,,Société civile sous forme de société coopérative à responsabilité limitée,French,fr,Société civile sous forme de société coopérative à responsabilité limitée,SC SCRL,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form 8E2A
O5HQ,Belgium,BE,,,Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit beschränkter Haftung,German,de,Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit beschränkter Haftung,ZvGGbH,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form 8E2A
PVT3,Belgium,BE,,,Eenpersoons besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk,Dutch,nl,Eenpersoons besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk,EBVBA SO,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
PVT3,Belgium,BE,,,Société privée à responsabilité limitée unipersonnelle à finalité sociale,French,fr,Société privée à responsabilité limitée unipersonnelle à finalité sociale,SPRLU FS,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
PVT3,Belgium,BE,,,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung mit einem Alleingesellschafter,German,de,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung mit einem Alleingesellschafter,PgbHsZ,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
QZIS,Belgium,BE,,,Openbare instelling,Dutch,nl,Openbare instelling,OI,,11/30/2017,ACTV,,,
QZIS,Belgium,BE,,,Etablissement public,French,fr,Etablissement public,ETSPUBLI,,11/30/2017,ACTV,,,
QZIS,Belgium,BE,,,Öffentliche Einrichtung,German,de,Öffentliche Einrichtung,ÖE,,11/30/2017,ACTV,,,
R85P,Belgium,BE,,,Naamloze vennootschap,Dutch,nl,Naamloze vennootschap,NV,,11/30/2017,ACTV,,,
R85P,Belgium,BE,,,Société anonyme,French,fr,Société anonyme,SA,,11/30/2017,ACTV,,,
R85P,Belgium,BE,,,Aktiengesellschaft,German,de,Aktiengesellschaft,AG,,11/30/2017,ACTV,,,
T922,Belgium,BE,,,Burgerlijke vennootschap onder vorm van gewone commanditaire vennootschap,Dutch,nl,Burgerlijke vennootschap onder vorm van gewone commanditaire vennootschap,BV GCV,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWV6
T922,Belgium,BE,,,Société civile sous forme de société en commandite simple,French,fr,Société civile sous forme de société en commandite simple,SC SCS,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWV6
T922,Belgium,BE,,,Zivilrechtliche Gesellschaft in der Rechtsform einer einfachen Kommanditgesellschaft,German,de,Zivilrechtliche Gesellschaft in der Rechtsform einer einfachen Kommanditgesellschaft,ZRG EKG,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWV6
TPTU,Belgium,BE,,,Naamloze vennootschap van publiek recht,Dutch,nl,Naamloze vennootschap van publiek recht,NV PR,,11/30/2017,ACTV,,,
TPTU,Belgium,BE,,,Société anonyme de droit public,French,fr,Société anonyme de droit public,SA DPU,,11/30/2017,ACTV,,,
TPTU,Belgium,BE,,,Öffentlich-rechtliche Aktiengesellschaft,German,de,Öffentlich-rechtliche Aktiengesellschaft,Ö.-r.AG,,11/30/2017,ACTV,,,
U2PN,Belgium,BE,,,Commanditaire vennootschap op aandelen,Dutch,nl,Commanditaire vennootschap op aandelen,Comm.VA,,11/30/2017,ACTV,,,
U2PN,Belgium,BE,,,Société en commandite par actions,French,fr,Société en commandite par actions,SCA,,11/30/2017,ACTV,,,
U2PN,Belgium,BE,,,Kommanditgesellschaft auf Aktien,German,de,Kommanditgesellschaft auf Aktien,KGaA,,11/30/2017,ACTV,,,
U5KF,Belgium,BE,,,Burgerlijke vennootschap onder vorm van vennootschap onder firma,Dutch,nl,Burgerlijke vennootschap onder vorm van vennootschap onder firma,BV VOF,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form UW1Y
U5KF,Belgium,BE,,,Société civile sous forme de société en nom collectif,French,fr,Société civile sous forme de société en nom collectif,SC SNC,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form UW1Y
U5KF,Belgium,BE,,,Zivilrechtliche Gesellschaft in der Rechtsform einer offenen Handelsgesellschaft,German,de,Zivilrechtliche Gesellschaft in der Rechtsform einer offenen Handelsgesellschaft,ZRG OHG,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form UW1Y
UCT9,Belgium,BE,,,Burgerlijke Vennootschap onder vorm van Landbouwvennootschap (BV LV),Dutch,nl,Burgerlijke Vennootschap onder vorm van Landbouwvennootschap (BV LV),BV LV,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form ZOK2
UCT9,Belgium,BE,,,Société civile sous forme de société agricole,French,fr,Société civile sous forme de société agricole,SC SAGR,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form ZOK2
UCT9,Belgium,BE,,,Zivilrechtliche Gesellschaft in der Rechtsform einer landwirtschaftlichen Gesellschaft,German,de,Zivilrechtliche Gesellschaft in der Rechtsform einer landwirtschaftlichen Gesellschaft,ZRG LG,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form ZOK2
UW1Y,Belgium,BE,,,Vennootschap onder firma,Dutch,nl,Vennootschap onder firma,V.O.F.,,11/30/2017,ACTV,,,
UW1Y,Belgium,BE,,,Société en nom collectif,French,fr,Société en nom collectif,SNC,,11/30/2017,ACTV,,,
UW1Y,Belgium,BE,,,Offene Handelsgesellschaft,German,de,Offene Handelsgesellschaft,OHG,,11/30/2017,ACTV,,,
V03J,Belgium,BE,,,Internationale vereniging zonder winstoogmerk,Dutch,nl,Internationale vereniging zonder winstoogmerk,IVZW,,11/30/2017,ACTV,,,
V03J,Belgium,BE,,,Association internationale sans but lucratif,French,fr,Association internationale sans but lucratif,AISBL,,11/30/2017,ACTV,,,
V03J,Belgium,BE,,,Internationale Vereinigung ohne Gewinnerzielungsabsicht,German,de,Internationale Vereinigung ohne Gewinnerzielungsabsicht,IVoG,,11/30/2017,ACTV,,,
V7FT,Belgium,BE,,,Naamloze vennootschap met een sociaal oogmerk,Dutch,nl,Naamloze vennootschap met een sociaal oogmerk,NV SO,,7/5/2019,ACTV,,,new legal form per 1 May 2019
V7FT,Belgium,BE,,,Société anonyme à finalité sociale,French,fr,Société anonyme à finalité sociale,SA FS,,7/5/2019,ACTV,,,new legal form per 1 May 2019
V7FT,Belgium,BE,,,Aktiengesellschaft mit sozialer Zielsetzung,German,de,Aktiengesellschaft mit sozialer Zielsetzung,AGmsZ,,7/5/2019,ACTV,,,new legal form per 1 May 2019
V8L7,Belgium,BE,,,Burgerlijke vennootschap onder vorm van besloten vennootschap met beperkte aansprakelijkheid,Dutch,nl,Burgerlijke vennootschap onder vorm van besloten vennootschap met beperkte aansprakelijkheid,BV BVBA,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form N5NT
V8L7,Belgium,BE,,,Société civile sous forme de société privée à responsabilité limitée,French,fr,Société civile sous forme de société privée à responsabilité limitée,SC SPRL,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form N5NT
V8L7,Belgium,BE,,,Zivilrechtliche Gesellschaft in der Rechtsform einer Privatgesellschaft mit beschränkter Haftung,German,de,Zivilrechtliche Gesellschaft in der Rechtsform einer Privatgesellschaft mit beschränkter Haftung,ZvGPgbH,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form N5NT
W3WH,Belgium,BE,,,Vereniging zonder winstoogmerk,Dutch,nl,Vereniging zonder winstoogmerk,VZW,,11/30/2017,ACTV,,,
W3WH,Belgium,BE,,,Association sans but lucratif,French,fr,Association sans but lucratif,ASBL,,11/30/2017,ACTV,,,
W3WH,Belgium,BE,,,Vereinigung ohne Gewinnerzielungsabsicht,German,de,Vereinigung ohne Gewinnerzielungsabsicht,VoG,,11/30/2017,ACTV,,,
WTLP,Belgium,BE,,,Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met onbeperkte aansprakelijkheid,Dutch,nl,Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met onbeperkte aansprakelijkheid,BV CVOA,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWHF
WTLP,Belgium,BE,,,Société civile sous forme de société coopérative à responsabilité illimitée,French,fr,Société civile sous forme de société coopérative à responsabilité illimitée,SC SCRI,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWHF
WTLP,Belgium,BE,,,Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit unbeschränkter Haftung,German,de,Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit unbeschränkter Haftung,ZvGGugcH,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWHF
X8ZK,Belgium,BE,,,Coöperatieve vennootschap met beperkte aansprakelijkheid van publiek recht,Dutch,nl,Coöperatieve vennootschap met beperkte aansprakelijkheid van publiek recht,CVBA PR,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
X8ZK,Belgium,BE,,,Société coopérative à responsabilité limitée de droit public,French,fr,Société coopérative à responsabilité limitée de droit public,SCRL DPU,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
X8ZK,Belgium,BE,,,Öffentlich-rechtliche Genossenschaft mit beschränkter Haftung,German,de,Öffentlich-rechtliche Genossenschaft mit beschränkter Haftung,ÖfrGmbH,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
XLEO,Belgium,BE,,,Gewone commanditaire vennootschap met een sociaal oogmerk,Dutch,nl,Gewone commanditaire vennootschap met een sociaal oogmerk,GCW SO,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
XLEO,Belgium,BE,,,Société en commandite simple à finalité sociale,French,fr,Société en commandite simple à finalité sociale,SCS FS,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
XLEO,Belgium,BE,,,Einfache Kommanditgesellschaft mit sozialer Zielsetzung,German,de,Einfache Kommanditgesellschaft mit sozialer Zielsetzung,EKGmsZ,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
XQZX,Belgium,BE,,,Burgerlijke vennootschap onder vorm van naamloze vennootschap,Dutch,nl,Burgerlijke vennootschap onder vorm van naamloze vennootschap,BV NV,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form R85P
XQZX,Belgium,BE,,,Société civile sous forme de société anonyme,French,fr,Société civile sous forme de société anonyme,SC SA,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form R85P
XQZX,Belgium,BE,,,Zivilrechtliche Gesellschaft in der Rechtsform einer Aktiengesellschaft,German,de,Zivilrechtliche Gesellschaft in der Rechtsform einer Aktiengesellschaft,ZRG AG,,11/30/2017,INAC,legislation change,11/1/2018,per 1 Nov 2018 legal form abolished and automatically transformed into legal form R85P
Y1Q4,Belgium,BE,,,Private stichting,Dutch,nl,Private stichting,PRIV ST.;PS,,11/30/2017,ACTV,abbreviation changed,7/5/2019,abbreviation changed
Y1Q4,Belgium,BE,,,Fondation privée,French,fr,Fondation privée,FONDPRIV,,11/30/2017,ACTV,,,
Y1Q4,Belgium,BE,,,Privatstiftung,German,de,Privatstiftung,PrSt,,11/30/2017,ACTV,,,
YBHM,Belgium,BE,,,Europese Coöperatieve Vennootschap,Dutch,nl,Europese Coöperatieve Vennootschap,SCE,,11/30/2017,ACTV,,,
YBHM,Belgium,BE,,,Société coopérative européenne,French,fr,Société coopérative européenne,SCE,,11/30/2017,ACTV,,,
YBHM,Belgium,BE,,,Europäische Genossenschaft,German,de,Europäische Genossenschaft,OFP,,11/30/2017,ACTV,,,
ZOK2,Belgium,BE,,,Landbouwvennootschap,Dutch,nl,Landbouwvennootschap,LV,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
ZOK2,Belgium,BE,,,Société agricole,French,fr,Société agricole,S. Agr.,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
ZOK2,Belgium,BE,,,Landwirtschaftliche Gesellschaft,German,de,Landwirtschaftliche Gesellschaft,LG,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
ZSFX,Belgium,BE,,,Naamloze vennootschap met een sociaal oogmerk,Dutch,nl,Naamloze vennootschap met een sociaal oogmerk,NV SO,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
ZSFX,Belgium,BE,,,Société anonyme à finalité sociale,French,fr,Société anonyme à finalité sociale,SA FS,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
ZSFX,Belgium,BE,,,Aktiengesellschaft mit sozialer Zielsetzung,German,de,Aktiengesellschaft mit sozialer Zielsetzung,AGmsZ,,11/30/2017,ACTV,legislation change,7/5/2019,"after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
ZUHK,Belgium,BE,,,Stichting van openbaar nut,Dutch,nl,Stichting van openbaar nut,SON,,11/30/2017,ACTV,,,
ZUHK,Belgium,BE,,,Fondation d'utilité publique,French,fr,Fondation d'utilité publique,FUP,,11/30/2017,ACTV,,,
ZUHK,Belgium,BE,,,Gemeinnützige Stiftung,German,de,Gemeinnützige Stiftung,gnS,,11/30/2017,ACTV,,,
84DD,Belize,BZ,,,International Business Company,English,en,International Business Company,,,6/10/2020,ACTV,,,
AO0O,Belize,BZ,,,Unlimited Company,English,en,Unlimited Company,,,6/10/2020,ACTV,,,
D1SL,Belize,BZ,,,Partnership,English,en,Partnership,,,6/10/2020,ACTV,,,
EAD0,Belize,BZ,,,Company Limited by Shares,English,en,Company Limited by Shares,,,6/10/2020,ACTV,,,
GJKF,Belize,BZ,,,Association,English,en,Association,,,6/10/2020,ACTV,,,
ZHT0,Belize,BZ,,,Company Limited by Guarantee,English,en,Company Limited by Guarantee,,,6/10/2020,ACTV,,,
7AS7,Bermuda,BM,,,Exempted Companies Limited by Shares,English,en,Exempted Companies Limited by Shares,,,6/10/2020,ACTV,,,
7HCE,Bermuda,BM,,,Exempted LLC,English,en,Exempted LLC,,,6/10/2020,ACTV,,,
7MGJ,Bermuda,BM,,,Exempted Limited Partnership,English,en,Exempted Limited Partnership,,,6/10/2020,ACTV,,,
9TCY,Bermuda,BM,,,Mutual Company (Part XII),English,en,Mutual Company (Part XII),,,6/10/2020,ACTV,,,
